ano,mes,mes_nome,bioma,total,total_acumulado
2014,2.0,fevereiro,cerrado,142.0,522.0
2014,3.0,março,cerrado,230.0,752.0
2014,4.0,abril,cerrado,969.0,1721.0
2014,5.0,maio,cerrado,3682.0,5403.0
2014,6.0,junho,cerrado,10303.0,15706.0
2014,7.0,julho,cerrado,19028.0,34734.0
2014,8.0,agosto,cerrado,44321.0,79055.0
2014,9.0,setembro,cerrado,47939.0,126994.0
2014,10.0,outubro,cerrado,39817.0,166811.0
2014,11.0,novembro,cerrado,3326.0,170137.0
2014,12.0,dezembro,cerrado,619.0,170756.0
2015,1.0,janeiro,cerrado,721.0,721.0
2015,2.0,fevereiro,cerrado,149.0,870.0
2015,3.0,março,cerrado,347.0,1217.0
2015,4.0,abril,cerrado,785.0,2002.0
2015,5.0,maio,cerrado,2352.0,4354.0
2015,6.0,junho,cerrado,8156.0,12510.0
2015,7.0,julho,cerrado,13887.0,26397.0
2015,8.0,agosto,cerrado,31122.0,57519.0
2015,9.0,setembro,cerrado,59355.0,116874.0
2015,10.0,outubro,cerrado,54654.0,171528.0
2015,11.0,novembro,cerrado,12162.0,183690.0
2015,12.0,dezembro,cerrado,6816.0,190506.0
2016,1.0,janeiro,cerrado,114.0,114.0
2016,2.0,fevereiro,cerrado,572.0,686.0
2016,3.0,março,cerrado,679.0,1365.0
2016,4.0,abril,cerrado,2748.0,4113.0
2016,5.0,maio,cerrado,6205.0,10318.0
2016,6.0,junho,cerrado,11257.0,21575.0
2016,7.0,julho,cerrado,21514.0,43089.0
2016,8.0,agosto,cerrado,40110.0,83199.0
2016,9.0,setembro,cerrado,41613.0,124812.0
2016,10.0,outubro,cerrado,18874.0,143686.0
2016,11.0,novembro,cerrado,6515.0,150201.0
2016,12.0,dezembro,cerrado,941.0,151142.0
2017,1.0,janeiro,cerrado,225.0,225.0
2017,2.0,fevereiro,cerrado,262.0,487.0
2017,3.0,março,cerrado,574.0,1061.0
2017,4.0,abril,cerrado,1021.0,2082.0
2017,5.0,maio,cerrado,3727.0,5809.0
2017,6.0,junho,cerrado,6619.0,12428.0
2017,7.0,julho,cerrado,11181.0,23609.0
2017,8.0,agosto,cerrado,28321.0,51930.0
2017,9.0,setembro,cerrado,65019.0,116949.0
2017,10.0,outubro,cerrado,37656.0,154605.0
2017,11.0,novembro,cerrado,2437.0,157042.0
2017,12.0,dezembro,cerrado,1310.0,158352.0
2018,1.0,janeiro,cerrado,192.0,192.0
2018,2.0,fevereiro,cerrado,34.0,226.0
2018,3.0,março,cerrado,633.0,859.0
2018,4.0,abril,cerrado,603.0,1462.0
2018,5.0,maio,cerrado,3354.0,4816.0
2018,6.0,junho,cerrado,7087.0,11903.0
2018,7.0,julho,cerrado,10910.0,22813.0
2018,8.0,agosto,cerrado,19082.0,41895.0
2018,9.0,setembro,cerrado,33255.0,75150.0
2018,10.0,outubro,cerrado,8632.0,83782.0
2018,11.0,novembro,cerrado,1155.0,84937.0
2018,12.0,dezembro,cerrado,437.0,85374.0
2019,1.0,janeiro,cerrado,508.0,508.0
2019,2.0,fevereiro,cerrado,316.0,824.0
2019,3.0,março,cerrado,395.0,1219.0
2019,4.0,abril,cerrado,817.0,2036.0
2019,5.0,maio,cerrado,3757.0,5793.0
2019,6.0,junho,cerrado,8458.0,14251.0
2019,7.0,julho,cerrado,12898.0,27149.0
2019,8.0,agosto,cerrado,36549.0,63698.0
2019,9.0,setembro,cerrado,58976.0,122674.0
2019,10.0,outubro,cerrado,18548.0,141222.0
2019,11.0,novembro,cerrado,5087.0,146309.0
2019,12.0,dezembro,cerrado,1902.0,148211.0
2020,1.0,janeiro,cerrado,214.0,214.0
2020,2.0,fevereiro,cerrado,247.0,461.0
2020,3.0,março,cerrado,697.0,1158.0
2020,4.0,abril,cerrado,2383.0,3541.0
2020,5.0,maio,cerrado,2501.0,6042.0
2020,6.0,junho,cerrado,7554.0,13596.0
2020,7.0,julho,cerrado,11324.0,24920.0
2020,8.0,agosto,cerrado,22730.0,47650.0
2020,9.0,setembro,cerrado,54740.0,102390.0
2020,10.0,outubro,cerrado,34188.0,136578.0
2020,11.0,novembro,cerrado,2122.0,138700.0
2020,12.0,dezembro,cerrado,944.0,139644.0
2021,1.0,janeiro,cerrado,302.0,302.0
2021,2.0,fevereiro,cerrado,270.0,572.0
2021,3.0,março,cerrado,721.0,1293.0
2021,4.0,abril,cerrado,1096.0,2389.0
2021,5.0,maio,cerrado,5969.0,8358.0
2021,6.0,junho,cerrado,10072.0,18430.0
2021,7.0,julho,cerrado,16048.0,34478.0
2021,8.0,agosto,cerrado,32070.0,66548.0
2021,9.0,setembro,cerrado,57473.0,124021.0
2021,10.0,outubro,cerrado,12799.0,136820.0
2021,11.0,novembro,cerrado,438.0,137258.0
2021,12.0,dezembro,cerrado,373.0,137631.0
2003,1.0,janeiro,mata_atlantica,436.0,436.0
2003,2.0,fevereiro,mata_atlantica,107.0,543.0
2003,3.0,março,mata_atlantica,286.0,829.0
2003,4.0,abril,mata_atlantica,421.0,1250.0
2003,5.0,maio,mata_atlantica,3321.0,4571.0
2003,6.0,junho,mata_atlantica,5218.0,9789.0
2003,7.0,julho,mata_atlantica,7995.0,17784.0
2003,8.0,agosto,mata_atlantica,7748.0,25532.0
2003,9.0,setembro,mata_atlantica,9255.0,34787.0
2003,10.0,outubro,mata_atlantica,5826.0,40613.0
2003,11.0,novembro,mata_atlantica,550.0,41163.0
2003,12.0,dezembro,mata_atlantica,444.0,41607.0
2004,1.0,janeiro,mata_atlantica,73.0,73.0
2004,2.0,fevereiro,mata_atlantica,75.0,148.0
2004,3.0,março,mata_atlantica,211.0,359.0
2004,4.0,abril,mata_atlantica,418.0,777.0
2004,5.0,maio,mata_atlantica,122.0,899.0
2004,6.0,junho,mata_atlantica,3163.0,4062.0
2004,7.0,julho,mata_atlantica,2045.0,6107.0
2004,8.0,agosto,mata_atlantica,4545.0,10652.0
2004,9.0,setembro,mata_atlantica,3371.0,14023.0
2004,10.0,outubro,mata_atlantica,1168.0,15191.0
2004,11.0,novembro,mata_atlantica,791.0,15982.0
2004,12.0,dezembro,mata_atlantica,415.0,16397.0
2005,1.0,janeiro,mata_atlantica,428.0,428.0
2005,2.0,fevereiro,mata_atlantica,144.0,572.0
2005,3.0,março,mata_atlantica,340.0,912.0
2005,4.0,abril,mata_atlantica,853.0,1765.0
2005,5.0,maio,mata_atlantica,2609.0,4374.0
2005,6.0,junho,mata_atlantica,2380.0,6754.0
2005,7.0,julho,mata_atlantica,2296.0,9050.0
2005,8.0,agosto,mata_atlantica,3876.0,12926.0
2005,9.0,setembro,mata_atlantica,1372.0,14298.0
2005,10.0,outubro,mata_atlantica,5569.0,19867.0
2005,11.0,novembro,mata_atlantica,562.0,20429.0
2005,12.0,dezembro,mata_atlantica,160.0,20589.0
2006,1.0,janeiro,mata_atlantica,136.0,136.0
2006,2.0,fevereiro,mata_atlantica,464.0,600.0
2006,3.0,março,mata_atlantica,305.0,905.0
2006,4.0,abril,mata_atlantica,397.0,1302.0
2006,5.0,maio,mata_atlantica,2813.0,4115.0
2006,6.0,junho,mata_atlantica,6170.0,10285.0
2006,7.0,julho,mata_atlantica,8269.0,18554.0
2006,8.0,agosto,mata_atlantica,7322.0,25876.0
2006,9.0,setembro,mata_atlantica,3012.0,28888.0
2006,10.0,outubro,mata_atlantica,525.0,29413.0
2006,11.0,novembro,mata_atlantica,392.0,29805.0
2006,12.0,dezembro,mata_atlantica,168.0,29973.0
2007,1.0,janeiro,mata_atlantica,91.0,91.0
2007,2.0,fevereiro,mata_atlantica,121.0,212.0
2007,3.0,março,mata_atlantica,297.0,509.0
2007,4.0,abril,mata_atlantica,528.0,1037.0
2007,5.0,maio,mata_atlantica,788.0,1825.0
2007,6.0,junho,mata_atlantica,4578.0,6403.0
2007,7.0,julho,mata_atlantica,3589.0,9992.0
2007,8.0,agosto,mata_atlantica,3911.0,13903.0
2007,9.0,setembro,mata_atlantica,5560.0,19463.0
2007,10.0,outubro,mata_atlantica,5930.0,25393.0
2007,11.0,novembro,mata_atlantica,2930.0,28323.0
2007,12.0,dezembro,mata_atlantica,200.0,28523.0
2008,1.0,janeiro,mata_atlantica,111.0,111.0
2008,2.0,fevereiro,mata_atlantica,159.0,270.0
2008,3.0,março,mata_atlantica,279.0,549.0
2008,4.0,abril,mata_atlantica,204.0,753.0
2008,5.0,maio,mata_atlantica,1861.0,2614.0
2008,6.0,junho,mata_atlantica,1651.0,4265.0
2008,7.0,julho,mata_atlantica,9030.0,13295.0
2008,8.0,agosto,mata_atlantica,2681.0,15976.0
2008,9.0,setembro,mata_atlantica,2963.0,18939.0
2008,10.0,outubro,mata_atlantica,4218.0,23157.0
2008,11.0,novembro,mata_atlantica,1359.0,24516.0
2008,12.0,dezembro,mata_atlantica,451.0,24967.0
2009,1.0,janeiro,mata_atlantica,200.0,200.0
2009,2.0,fevereiro,mata_atlantica,135.0,335.0
2009,3.0,março,mata_atlantica,336.0,671.0
2009,4.0,abril,mata_atlantica,1259.0,1930.0
2009,5.0,maio,mata_atlantica,1827.0,3757.0
2009,6.0,junho,mata_atlantica,2051.0,5808.0
2009,7.0,julho,mata_atlantica,1567.0,7375.0
2009,8.0,agosto,mata_atlantica,4022.0,11397.0
2009,9.0,setembro,mata_atlantica,904.0,12301.0
2009,10.0,outubro,mata_atlantica,1042.0,13343.0
2009,11.0,novembro,mata_atlantica,259.0,13602.0
2009,12.0,dezembro,mata_atlantica,225.0,13827.0
2010,1.0,janeiro,mata_atlantica,220.0,220.0
2010,2.0,fevereiro,mata_atlantica,255.0,475.0
2010,3.0,março,mata_atlantica,158.0,633.0
2010,4.0,abril,mata_atlantica,456.0,1089.0
2010,5.0,maio,mata_atlantica,661.0,1750.0
2010,6.0,junho,mata_atlantica,3048.0,4798.0
2010,7.0,julho,mata_atlantica,5417.0,10215.0
2010,8.0,agosto,mata_atlantica,5027.0,15242.0
2010,9.0,setembro,mata_atlantica,4932.0,20174.0
2010,10.0,outubro,mata_atlantica,2386.0,22560.0
2010,11.0,novembro,mata_atlantica,305.0,22865.0
2010,12.0,dezembro,mata_atlantica,103.0,22968.0
2011,1.0,janeiro,mata_atlantica,41.0,41.0
2011,2.0,fevereiro,mata_atlantica,90.0,131.0
2011,3.0,março,mata_atlantica,98.0,229.0
2011,4.0,abril,mata_atlantica,115.0,344.0
2011,5.0,maio,mata_atlantica,644.0,988.0
2011,6.0,junho,mata_atlantica,1234.0,2222.0
2011,7.0,julho,mata_atlantica,6783.0,9005.0
2011,8.0,agosto,mata_atlantica,3992.0,12997.0
2011,9.0,setembro,mata_atlantica,5195.0,18192.0
2011,10.0,outubro,mata_atlantica,1170.0,19362.0
2011,11.0,novembro,mata_atlantica,228.0,19590.0
2011,12.0,dezembro,mata_atlantica,123.0,19713.0
2012,1.0,janeiro,mata_atlantica,96.0,96.0
2012,2.0,fevereiro,mata_atlantica,107.0,203.0
2012,3.0,março,mata_atlantica,363.0,566.0
2012,4.0,abril,mata_atlantica,423.0,989.0
2012,5.0,maio,mata_atlantica,1249.0,2238.0
2012,6.0,junho,mata_atlantica,1042.0,3280.0
2012,7.0,julho,mata_atlantica,1637.0,4917.0
2012,8.0,agosto,mata_atlantica,2733.0,7650.0
2012,9.0,setembro,mata_atlantica,3541.0,11191.0
2012,10.0,outubro,mata_atlantica,3700.0,14891.0
2012,11.0,novembro,mata_atlantica,534.0,15425.0
2012,12.0,dezembro,mata_atlantica,286.0,15711.0
2013,1.0,janeiro,mata_atlantica,173.0,173.0
2013,2.0,fevereiro,mata_atlantica,184.0,357.0
2013,3.0,março,mata_atlantica,287.0,644.0
2013,4.0,abril,mata_atlantica,192.0,836.0
2013,5.0,maio,mata_atlantica,751.0,1587.0
2013,6.0,junho,mata_atlantica,604.0,2191.0
2013,7.0,julho,mata_atlantica,2671.0,4862.0
2013,8.0,agosto,mata_atlantica,2234.0,7096.0
2013,9.0,setembro,mata_atlantica,2582.0,9678.0
2013,10.0,outubro,mata_atlantica,791.0,10469.0
2013,11.0,novembro,mata_atlantica,208.0,10677.0
2013,12.0,dezembro,mata_atlantica,139.0,10816.0
2014,1.0,janeiro,mata_atlantica,63.0,63.0
2014,2.0,fevereiro,mata_atlantica,155.0,218.0
2014,3.0,março,mata_atlantica,128.0,346.0
2014,4.0,abril,mata_atlantica,122.0,468.0
2014,5.0,maio,mata_atlantica,411.0,879.0
2014,6.0,junho,mata_atlantica,1236.0,2115.0
2014,7.0,julho,mata_atlantica,1535.0,3650.0
2014,8.0,agosto,mata_atlantica,3276.0,6926.0
2014,9.0,setembro,mata_atlantica,2856.0,9782.0
2014,10.0,outubro,mata_atlantica,4391.0,14173.0
2014,11.0,novembro,mata_atlantica,91.0,14264.0
2014,12.0,dezembro,mata_atlantica,58.0,14322.0
2015,1.0,janeiro,mata_atlantica,260.0,260.0
2015,2.0,fevereiro,mata_atlantica,145.0,405.0
2015,3.0,março,mata_atlantica,221.0,626.0
2015,4.0,abril,mata_atlantica,238.0,864.0
2015,5.0,maio,mata_atlantica,435.0,1299.0
2015,6.0,junho,mata_atlantica,1262.0,2561.0
2015,7.0,julho,mata_atlantica,507.0,3068.0
2015,8.0,agosto,mata_atlantica,2498.0,5566.0
2015,9.0,setembro,mata_atlantica,2650.0,8216.0
2015,10.0,outubro,mata_atlantica,2734.0,10950.0
2015,11.0,novembro,mata_atlantica,1796.0,12746.0
2015,12.0,dezembro,mata_atlantica,833.0,13579.0
2016,1.0,janeiro,mata_atlantica,131.0,131.0
2016,2.0,fevereiro,mata_atlantica,133.0,264.0
2016,3.0,março,mata_atlantica,374.0,638.0
2016,4.0,abril,mata_atlantica,982.0,1620.0
2016,5.0,maio,mata_atlantica,873.0,2493.0
2016,6.0,junho,mata_atlantica,2276.0,4769.0
2016,7.0,julho,mata_atlantica,7174.0,11943.0
2016,8.0,agosto,mata_atlantica,3175.0,15118.0
2016,9.0,setembro,mata_atlantica,2347.0,17465.0
2016,10.0,outubro,mata_atlantica,839.0,18304.0
2016,11.0,novembro,mata_atlantica,189.0,18493.0
2016,12.0,dezembro,mata_atlantica,115.0,18608.0
2017,1.0,janeiro,mata_atlantica,161.0,161.0
2017,2.0,fevereiro,mata_atlantica,189.0,350.0
2017,3.0,março,mata_atlantica,111.0,461.0
2017,4.0,abril,mata_atlantica,74.0,535.0
2017,5.0,maio,mata_atlantica,200.0,735.0
2017,6.0,junho,mata_atlantica,830.0,1565.0
2017,7.0,julho,mata_atlantica,4763.0,6328.0
2017,8.0,agosto,mata_atlantica,3516.0,9844.0
2017,9.0,setembro,mata_atlantica,3808.0,13652.0
2017,10.0,outubro,mata_atlantica,2425.0,16077.0
2017,11.0,novembro,mata_atlantica,99.0,16176.0
2017,12.0,dezembro,mata_atlantica,84.0,16260.0
2018,1.0,janeiro,mata_atlantica,27.0,27.0
2018,2.0,fevereiro,mata_atlantica,51.0,78.0
2018,3.0,março,mata_atlantica,330.0,408.0
2018,4.0,abril,mata_atlantica,308.0,716.0
2018,5.0,maio,mata_atlantica,1352.0,2068.0
2018,6.0,junho,mata_atlantica,1951.0,4019.0
2018,7.0,julho,mata_atlantica,4123.0,8142.0
2018,8.0,agosto,mata_atlantica,1674.0,9816.0
2018,9.0,setembro,mata_atlantica,2153.0,11969.0
2018,10.0,outubro,mata_atlantica,1106.0,13075.0
2018,11.0,novembro,mata_atlantica,84.0,13159.0
2018,12.0,dezembro,mata_atlantica,136.0,13295.0
2019,1.0,janeiro,mata_atlantica,270.0,270.0
2019,2.0,fevereiro,mata_atlantica,290.0,560.0
2019,3.0,março,mata_atlantica,337.0,897.0
2019,4.0,abril,mata_atlantica,134.0,1031.0
2019,5.0,maio,mata_atlantica,193.0,1224.0
2019,6.0,junho,mata_atlantica,1593.0,2817.0
2019,7.0,julho,mata_atlantica,3323.0,6140.0
2019,8.0,agosto,mata_atlantica,4437.0,10577.0
2019,9.0,setembro,mata_atlantica,4443.0,15020.0
2019,10.0,outubro,mata_atlantica,2523.0,17543.0
2019,11.0,novembro,mata_atlantica,1401.0,18944.0
2019,12.0,dezembro,mata_atlantica,461.0,19405.0
2020,1.0,janeiro,mata_atlantica,481.0,481.0
2020,2.0,fevereiro,mata_atlantica,160.0,641.0
2020,3.0,março,mata_atlantica,239.0,880.0
2020,4.0,abril,mata_atlantica,2979.0,3859.0
2020,5.0,maio,mata_atlantica,837.0,4696.0
2020,6.0,junho,mata_atlantica,1911.0,6607.0
2020,7.0,julho,mata_atlantica,1706.0,8313.0
2020,8.0,agosto,mata_atlantica,3344.0,11657.0
2020,9.0,setembro,mata_atlantica,3398.0,15055.0
2020,10.0,outubro,mata_atlantica,2360.0,17415.0
2020,11.0,novembro,mata_atlantica,384.0,17799.0
2020,12.0,dezembro,mata_atlantica,129.0,17928.0
2021,1.0,janeiro,mata_atlantica,60.0,60.0
2021,2.0,fevereiro,mata_atlantica,187.0,247.0
2021,3.0,março,mata_atlantica,405.0,652.0
2021,4.0,abril,mata_atlantica,427.0,1079.0
2021,5.0,maio,mata_atlantica,1517.0,2596.0
2021,6.0,junho,mata_atlantica,1113.0,3709.0
2021,7.0,julho,mata_atlantica,4037.0,7746.0
2021,8.0,agosto,mata_atlantica,4682.0,12428.0
2021,9.0,setembro,mata_atlantica,6775.0,19203.0
2021,10.0,outubro,mata_atlantica,1272.0,20475.0
2021,11.0,novembro,mata_atlantica,272.0,20747.0
2021,12.0,dezembro,mata_atlantica,129.0,20876.0
2003,1.0,janeiro,pantanal,172.0,172.0
2003,2.0,fevereiro,pantanal,30.0,202.0
2003,3.0,março,pantanal,38.0,240.0
2003,4.0,abril,pantanal,56.0,296.0
2003,5.0,maio,pantanal,179.0,475.0
2003,6.0,junho,pantanal,260.0,735.0
2003,7.0,julho,pantanal,700.0,1435.0
2003,8.0,agosto,pantanal,1596.0,3031.0
2003,9.0,setembro,pantanal,3269.0,6300.0
2003,10.0,outubro,pantanal,1110.0,7410.0
2003,11.0,novembro,pantanal,468.0,7878.0
2003,12.0,dezembro,pantanal,34.0,7912.0
2004,1.0,janeiro,pantanal,255.0,255.0
2004,2.0,fevereiro,pantanal,165.0,420.0
2004,3.0,março,pantanal,130.0,550.0
2004,4.0,abril,pantanal,83.0,633.0
2004,5.0,maio,pantanal,47.0,680.0
2004,6.0,junho,pantanal,473.0,1153.0
2004,7.0,julho,pantanal,565.0,1718.0
2004,8.0,agosto,pantanal,2398.0,4116.0
2004,9.0,setembro,pantanal,10408.0,14524.0
2004,10.0,outubro,pantanal,3023.0,17547.0
2004,11.0,novembro,pantanal,312.0,17859.0
2004,12.0,dezembro,pantanal,233.0,18092.0
2005,1.0,janeiro,pantanal,2.0,2.0
2005,2.0,fevereiro,pantanal,70.0,72.0
2005,3.0,março,pantanal,97.0,169.0
2005,4.0,abril,pantanal,245.0,414.0
2005,5.0,maio,pantanal,716.0,1130.0
2005,6.0,junho,pantanal,3688.0,4818.0
2005,7.0,julho,pantanal,2886.0,7704.0
2005,8.0,agosto,pantanal,12515.0,20219.0
2005,9.0,setembro,pantanal,5633.0,25852.0
2005,10.0,outubro,pantanal,1377.0,27229.0
2005,11.0,novembro,pantanal,204.0,27433.0
2005,12.0,dezembro,pantanal,39.0,27472.0
2006,1.0,janeiro,pantanal,5.0,5.0
2006,2.0,fevereiro,pantanal,36.0,41.0
2006,3.0,março,pantanal,17.0,58.0
2006,4.0,abril,pantanal,8.0,66.0
2006,5.0,maio,pantanal,84.0,150.0
2006,6.0,junho,pantanal,503.0,653.0
2006,7.0,julho,pantanal,896.0,1549.0
2006,8.0,agosto,pantanal,2494.0,4043.0
2006,9.0,setembro,pantanal,2427.0,6470.0
2006,10.0,outubro,pantanal,404.0,6874.0
2006,11.0,novembro,pantanal,537.0,7411.0
2006,12.0,dezembro,pantanal,7.0,7418.0
2007,1.0,janeiro,pantanal,3.0,3.0
2007,2.0,fevereiro,pantanal,6.0,9.0
2007,3.0,março,pantanal,18.0,27.0
2007,4.0,abril,pantanal,98.0,125.0
2007,5.0,maio,pantanal,170.0,295.0
2007,6.0,junho,pantanal,479.0,774.0
2007,7.0,julho,pantanal,933.0,1707.0
2007,8.0,agosto,pantanal,3180.0,4887.0
2007,9.0,setembro,pantanal,10575.0,15462.0
2007,10.0,outubro,pantanal,2826.0,18288.0
2007,11.0,novembro,pantanal,358.0,18646.0
2007,12.0,dezembro,pantanal,53.0,18699.0
2008,1.0,janeiro,pantanal,8.0,8.0
2008,2.0,fevereiro,pantanal,15.0,23.0
2008,3.0,março,pantanal,22.0,45.0
2008,4.0,abril,pantanal,34.0,79.0
2008,5.0,maio,pantanal,73.0,152.0
2008,6.0,junho,pantanal,145.0,297.0
2008,7.0,julho,pantanal,733.0,1030.0
2008,8.0,agosto,pantanal,1475.0,2505.0
2008,9.0,setembro,pantanal,3983.0,6488.0
2008,10.0,outubro,pantanal,3068.0,9556.0
2008,11.0,novembro,pantanal,466.0,10022.0
2008,12.0,dezembro,pantanal,1231.0,11253.0
2009,1.0,janeiro,pantanal,612.0,612.0
2009,2.0,fevereiro,pantanal,183.0,795.0
2009,3.0,março,pantanal,119.0,914.0
2009,4.0,abril,pantanal,753.0,1667.0
2009,5.0,maio,pantanal,2047.0,3714.0
2009,6.0,junho,pantanal,678.0,4392.0
2009,7.0,julho,pantanal,744.0,5136.0
2009,8.0,agosto,pantanal,1645.0,6781.0
2009,9.0,setembro,pantanal,3452.0,10233.0
2009,10.0,outubro,pantanal,2737.0,12970.0
2009,11.0,novembro,pantanal,797.0,13767.0
2009,12.0,dezembro,pantanal,42.0,13809.0
2010,1.0,janeiro,pantanal,46.0,46.0
2010,2.0,fevereiro,pantanal,83.0,129.0
2010,3.0,março,pantanal,77.0,206.0
2010,4.0,abril,pantanal,222.0,428.0
2010,5.0,maio,pantanal,64.0,492.0
2010,6.0,junho,pantanal,1290.0,1782.0
2010,7.0,julho,pantanal,1358.0,3140.0
2010,8.0,agosto,pantanal,2542.0,5682.0
2010,9.0,setembro,pantanal,6989.0,12671.0
2010,10.0,outubro,pantanal,3059.0,15730.0
2010,11.0,novembro,pantanal,517.0,16247.0
2010,12.0,dezembro,pantanal,1496.0,17743.0
2011,1.0,janeiro,pantanal,84.0,84.0
2011,2.0,fevereiro,pantanal,4.0,88.0
2011,3.0,março,pantanal,,
2011,4.0,abril,pantanal,2.0,90.0
2011,5.0,maio,pantanal,13.0,103.0
2011,6.0,junho,pantanal,59.0,162.0
2011,7.0,julho,pantanal,262.0,424.0
2011,8.0,agosto,pantanal,695.0,1119.0
2011,9.0,setembro,pantanal,2117.0,3236.0
2011,10.0,outubro,pantanal,1003.0,4239.0
2011,11.0,novembro,pantanal,1618.0,5857.0
2011,12.0,dezembro,pantanal,1114.0,6971.0
2012,1.0,janeiro,pantanal,237.0,237.0
2012,2.0,fevereiro,pantanal,137.0,374.0
2012,3.0,março,pantanal,157.0,531.0
2012,4.0,abril,pantanal,61.0,592.0
2012,5.0,maio,pantanal,192.0,784.0
2012,6.0,junho,pantanal,159.0,943.0
2012,7.0,julho,pantanal,841.0,1784.0
2012,8.0,agosto,pantanal,4433.0,6217.0
2012,9.0,setembro,pantanal,4893.0,11110.0
2012,10.0,outubro,pantanal,1734.0,12844.0
2012,11.0,novembro,pantanal,241.0,13085.0
2012,12.0,dezembro,pantanal,181.0,13266.0
2013,1.0,janeiro,pantanal,120.0,120.0
2013,2.0,fevereiro,pantanal,102.0,222.0
2013,3.0,março,pantanal,200.0,422.0
2013,4.0,abril,pantanal,62.0,484.0
2013,5.0,maio,pantanal,98.0,582.0
2013,6.0,junho,pantanal,59.0,641.0
2013,7.0,julho,pantanal,147.0,788.0
2013,8.0,agosto,pantanal,430.0,1218.0
2013,9.0,setembro,pantanal,2878.0,4096.0
2013,10.0,outubro,pantanal,1133.0,5229.0
2013,11.0,novembro,pantanal,1005.0,6234.0
2013,12.0,dezembro,pantanal,341.0,6575.0
2014,1.0,janeiro,pantanal,58.0,58.0
2014,2.0,fevereiro,pantanal,74.0,132.0
2014,3.0,março,pantanal,8.0,140.0
2014,4.0,abril,pantanal,99.0,239.0
2014,5.0,maio,pantanal,8.0,247.0
2014,6.0,junho,pantanal,72.0,319.0
2014,7.0,julho,pantanal,109.0,428.0
2014,8.0,agosto,pantanal,268.0,696.0
2014,9.0,setembro,pantanal,521.0,1217.0
2014,10.0,outubro,pantanal,775.0,1992.0
2014,11.0,novembro,pantanal,176.0,2168.0
2014,12.0,dezembro,pantanal,23.0,2191.0
2015,1.0,janeiro,pantanal,112.0,112.0
2015,2.0,fevereiro,pantanal,69.0,181.0
2015,3.0,março,pantanal,19.0,200.0
2015,4.0,abril,pantanal,44.0,244.0
2015,5.0,maio,pantanal,54.0,298.0
2015,6.0,junho,pantanal,507.0,805.0
2015,7.0,julho,pantanal,279.0,1084.0
2015,8.0,agosto,pantanal,1985.0,3069.0
2015,9.0,setembro,pantanal,2478.0,5547.0
2015,10.0,outubro,pantanal,1057.0,6604.0
2015,11.0,novembro,pantanal,405.0,7009.0
2015,12.0,dezembro,pantanal,862.0,7871.0
2016,1.0,janeiro,pantanal,17.0,17.0
2016,2.0,fevereiro,pantanal,37.0,54.0
2016,3.0,março,pantanal,6.0,60.0
2016,4.0,abril,pantanal,41.0,101.0
2016,5.0,maio,pantanal,103.0,204.0
2016,6.0,junho,pantanal,159.0,363.0
2016,7.0,julho,pantanal,1056.0,1419.0
2016,8.0,agosto,pantanal,2166.0,3585.0
2016,9.0,setembro,pantanal,4656.0,8241.0
2016,10.0,outubro,pantanal,2594.0,10835.0
2016,11.0,novembro,pantanal,329.0,11164.0
2016,12.0,dezembro,pantanal,81.0,11245.0
2017,1.0,janeiro,pantanal,374.0,374.0
2017,2.0,fevereiro,pantanal,69.0,443.0
2017,3.0,março,pantanal,87.0,530.0
2017,4.0,abril,pantanal,30.0,560.0
2017,5.0,maio,pantanal,114.0,674.0
2017,6.0,junho,pantanal,171.0,845.0
2017,7.0,julho,pantanal,829.0,1674.0
2017,8.0,agosto,pantanal,2162.0,3836.0
2017,9.0,setembro,pantanal,4763.0,8599.0
2017,10.0,outubro,pantanal,1036.0,9635.0
2017,11.0,novembro,pantanal,187.0,9822.0
2017,12.0,dezembro,pantanal,7.0,9829.0
2018,1.0,janeiro,pantanal,22.0,22.0
2018,2.0,fevereiro,pantanal,,
2018,3.0,março,pantanal,7.0,29.0
2018,4.0,abril,pantanal,11.0,40.0
2018,5.0,maio,pantanal,53.0,93.0
2018,6.0,junho,pantanal,86.0,179.0
2018,7.0,julho,pantanal,318.0,497.0
2018,8.0,agosto,pantanal,669.0,1166.0
2018,9.0,setembro,pantanal,1583.0,2749.0
2018,10.0,outubro,pantanal,113.0,2862.0
2018,11.0,novembro,pantanal,3.0,2865.0
2018,12.0,dezembro,pantanal,229.0,3094.0
2019,1.0,janeiro,pantanal,531.0,531.0
2019,2.0,fevereiro,pantanal,538.0,1069.0
2019,3.0,março,pantanal,103.0,1172.0
2019,4.0,abril,pantanal,126.0,1298.0
2019,5.0,maio,pantanal,73.0,1371.0
2019,6.0,junho,pantanal,342.0,1713.0
2019,7.0,julho,pantanal,846.0,2559.0
2019,8.0,agosto,pantanal,3913.0,6472.0
2019,9.0,setembro,pantanal,6476.0,12948.0
2019,10.0,outubro,pantanal,5188.0,18136.0
2019,11.0,novembro,pantanal,2317.0,20453.0
2019,12.0,dezembro,pantanal,380.0,20833.0
2020,1.0,janeiro,pantanal,436.0,436.0
2020,2.0,fevereiro,pantanal,156.0,592.0
2020,3.0,março,pantanal,1036.0,1628.0
2020,4.0,abril,pantanal,2058.0,3686.0
2020,5.0,maio,pantanal,338.0,4024.0
2020,6.0,junho,pantanal,1076.0,5100.0
2020,7.0,julho,pantanal,3367.0,8467.0
