ano,mes,mes_nome,bioma,total
2019,1,janeiro,pampa,4.0
2019,2,fevereiro,pampa,19.0
2019,3,março,pampa,51.0
2019,4,abril,pampa,106.0
2019,5,maio,pampa,131.0
2019,6,junho,pampa,315.0
2019,7,julho,pampa,1027.0
2019,8,agosto,pampa,1287.0
2019,9,setembro,pampa,1346.0
2019,10,outubro,pampa,1367.0
2019,11,novembro,pampa,1380.0
2019,12,dezembro,pampa,1396.0
2020,1,janeiro,pampa,19.0
2020,2,fevereiro,pampa,45.0
2020,3,março,pampa,245.0
2020,4,abril,pampa,4669.0
2020,5,maio,pampa,5338.0
2020,6,junho,pampa,5682.0
2020,7,julho,pampa,5833.0
2020,8,agosto,pampa,6033.0
2020,9,setembro,pampa,6044.0
2020,10,outubro,pampa,6071.0
2020,11,novembro,pampa,6089.0
2020,12,dezembro,pampa,6113.0
2021,1,janeiro,pampa,21.0
2021,2,fevereiro,pampa,36.0
2021,3,março,pampa,64.0
2021,4,abril,pampa,201.0
2021,5,maio,pampa,632.0
2021,6,junho,pampa,669.0
2021,7,julho,pampa,1018.0
2021,8,agosto,pampa,1141.0
2021,9,setembro,pampa,1150.0
2021,10,outubro,pampa,1165.0
2021,11,novembro,pampa,1195.0
2021,12,dezembro,pampa,1228.0
